NYS PFI,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
5546,335847,HOPKINS CENTER FOR REHABILITATION AND HEALTHCARE,155 DEAN STREET,BROOKLYN,NY,11217,7186946700,331,Kings,For profit - Limited Liability company,288,175.8,,Medicare and Medicaid,N,"KFG OPERATING I, LLC",2/16/05,N,,N,N,N,Resident,Yes,2,,2,,4,,3,,5,,2,,2,,,,2.35483,0.69929,0.64634,1.34564,3.70047,0.09191,2.15081,0.94024,0.64761,3.73866,2.25873,0.55102,0.39332,3.16533,8/1/19,7,7,0,56,1,0,56,10/16/17,6,6,0,32,1,0,32,7/22/16,1,1,0,4,1,0,4,39.333,0,0,0,0,0,0,0,"155 DEAN STREET,BROOKLYN,NY,11217",2/1/21
1731,335738,HORIZON CARE CENTER,64 11 BEACH CHANNEL DRIVE,ARVERNE,NY,11692,7189450700,590,Queens,For profit - Corporation,280,219.6,,Medicare and Medicaid,N,"OCEAN GARDENS NURSING FACILITY, INC.",4/7/92,N,,N,N,N,Both,Yes,1,,2,,3,,5,,1,,1,,1,,,,1.47946,0.4908,0.2578,0.74861,2.22807,0.03625,1.83994,0.81486,0.4673,3.1221,1.65885,0.44624,0.21741,2.28223,10/8/19,8,8,0,32,1,0,32,5/17/18,7,7,0,28,1,0,28,1/11/17,9,9,0,40,1,0,40,32,0,0,0,0,0,0,0,"64 11 BEACH CHANNEL DRIVE,ARVERNE,NY,11692",2/1/21
1232,335187,HUDSON POINTE AT RIVERDALE CTR FOR NURSING & REHAB,3220 HENRY HUDSON PARKWAY,BRONX,NY,10463,7185499400,20,Bronx,For profit - Individual,167,143.6,,Medicare and Medicaid,N,HUDSON POINTE ACQUISITION LLC,6/20/79,N,,N,N,N,Both,Yes,4,,4,,4,,4,,4,,2,,2,,,,2.06867,0.71967,0.4201,1.13977,3.20845,0.08785,2.06332,0.87744,0.50154,3.4423,2.06838,0.60767,0.33009,2.98074,8/20/19,2,2,0,8,1,0,8,11/10/17,0,0,0,0,0,0,0,8/4/16,5,5,0,24,1,0,24,8,0,0,0,0,0,0,0,"3220 HENRY HUDSON PARKWAY,BRONX,NY,10463",2/1/21
6166,335822,INCARNATION CHILDRENS CENTER INC,142 AUDOBON AVENUE,NEW YORK,NY,10032,2129282590,420,New York,Non profit - Corporation,22,12.6,,Medicare and Medicaid,N,INCARNATION CHILDREN'S CENTER,6/27/00,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,,2,5,,5,,,,4.77965,0,3.20435,3.20435,7.984,0,1.29124,0.57609,0.27224,2.13957,7.63652,0,4.63849,11.93361,3/29/19,0,0,0,0,0,0,0,1/8/18,1,1,0,16,1,0,16,9/15/16,0,0,0,0,0,0,0,5.333,0,0,0,0,0,0,0,"142 AUDOBON AVENUE,NEW YORK,NY,10032",2/1/21
1569,335100,ISABELLA GERIATRIC CENTER INC,515 AUDUBON AVENUE,NEW YORK,NY,10040,2123429200,420,New York,Non profit - Corporation,705,489.9,,Medicare and Medicaid,N,ISABELLA GERIATRIC CENTER INC,4/4/72,N,,N,N,N,Both,Yes,3,,2,,5,,5,,5,,3,,3,,,,3.24572,0.71142,0.85785,1.56927,4.81499,0.0481,2.21433,0.85908,0.56883,3.64223,3.02396,0.61353,0.59432,4.22771,11/19/20,5,3,1,32,1,0,32,10/30/18,10,10,0,44,1,0,44,9/8/17,0,0,0,0,0,0,0,30.667,1,0,1,0,0,0,0,"515 AUDUBON AVENUE,NEW YORK,NY,10040",2/1/21
#N/A,335856,JAMAICA HOSPITAL MEDICAL CENTER T C U,8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,7182066595,590,Queens,Non profit - Corporation,7,,10,Medicare,Y,Legal Business Name Not Available,1/9/09,N,,N,N,N,Resident,Yes,5,,5,,5,,,2,5,,,2,,2,6,6,,,,,,,,,,,,,,,9/5/19,0,0,0,0,0,0,0,1/19/18,0,0,0,0,0,0,0,9/14/16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,"8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,11418",2/1/21
1710,335436,JAMAICA HOSPITAL NURSING HOME CO INC,89-40  135TH  STREET,JAMAICA,NY,11418,7182065000,590,Queens,Non profit - Corporation,226,173,,Medicare and Medicaid,Y,JAMAICA HOSPITAL NURSING HOME CO INC,1/1/75,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,5,,3,,4,,,,2.10733,0.56416,0.79278,1.35694,3.46427,0.14813,2.2012,0.77597,0.3971,3.37428,1.97505,0.53865,0.78676,3.28329,11/18/20,0,0,0,0,0,0,0,12/20/18,0,0,0,0,0,0,0,4/7/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89-40  135TH  STREET,JAMAICA,NY,11418",2/1/21
1222,335849,JEANNE JUGAN RESIDENCE,2999 SCHURZ AVENUE,BRONX,NY,10465,3473291800,20,Bronx,Non profit - Corporation,30,26.8,,Medicare and Medicaid,N,HOME FOR THE AGED OF THE LITTLE SISTERS OF THE POOR OF THE CITY OF NY,4/20/06,N,,N,N,N,None,Yes,5,,3,,5,,5,,,2,5,,5,,,,3.14391,0.76447,1.53285,2.29733,5.44123,0.03331,2.15801,0.78614,0.31299,3.25713,3.00554,0.72046,1.93003,5.34244,4/11/19,2,2,0,8,1,0,8,3/9/18,8,8,1,48,1,0,48,12/16/16,0,0,0,0,0,0,0,20,2,0,0,1,8518,0,1,"2999 SCHURZ AVENUE,BRONX,NY,10465",2/1/21
1364,335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,2266 CROPSEY AVENUE,BROOKLYN,NY,11214,7182666100,331,Kings,For profit - Partnership,271,206.3,,Medicare and Medicaid,N,SGRNC LLC,9/1/77,N,,N,N,N,Resident,Yes,2,,1,,5,,4,,5,,3,,3,,,,2.65888,0.74593,0.94041,1.68634,4.34523,0.10714,2.18846,1.01911,0.58894,3.7965,2.5065,0.54228,0.62927,3.66021,4/26/19,9,9,0,40,1,0,40,7/19/17,6,6,0,28,1,0,28,4/21/16,9,4,5,84,1,0,84,43.333,0,1,0,0,0,0,0,"2266 CROPSEY AVENUE,BROOKLYN,NY,11214",2/1/21
1250,335644,KINGS HARBOR MULTICARE CENTER,2000 E GUNHILL ROAD,BRONX,NY,10469,7183200400,20,Bronx,For profit - Corporation,720,501.4,,Medicare and Medicaid,N,BRONX HARBOR HEALTH CARE COMPLEX INC,3/1/81,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,2,,2,,,,2.19094,0.68742,0.44264,1.13006,3.321,0.04734,1.97529,0.80292,0.4368,3.21501,2.28827,0.6343,0.39935,3.30342,9/30/20,4,4,0,12,1,0,12,10/12/18,4,4,0,16,1,0,16,4/28/17,1,1,0,4,1,0,4,12,0,0,0,0,0,0,0,"2000 E GUNHILL ROAD,BRONX,NY,10469",2/1/21
1248,335388,LACONIA NURSING HOME,1050 EAST 230TH STREET,BRONX,NY,10466,7186545875,20,Bronx,For profit - Corporation,240,201.9,,Medicare and Medicaid,N,LACONIA NURSING HOME INC.,11/15/73,N,,N,N,N,Resident,Yes,4,,4,,5,,4,,5,,1,,1,,,,2.00937,0.64741,0.31553,0.96294,2.97231,0.19767,2.26576,1.01802,0.63461,3.9184,1.82958,0.47116,0.19594,2.42585,4/24/19,3,3,0,12,1,0,12,8/11/17,0,0,0,0,0,0,0,5/23/16,4,3,1,16,1,0,16,8.667,0,1,0,0,0,0,0,"1050 EAST 230TH STREET,BRONX,NY,10466",2/1/21
1707,335415,"LAWRENCE NURSING CARE CENTER, INC",350 BEACH 54TH STREET,ARVERNE,NY,11692,7189450400,590,Queens,For profit - Corporation,200,174.6,,Medicare and Medicaid,N,LAWRENCE NURSING CARE CENTER INC.,6/1/74,N,,N,N,N,Both,Yes,4,,4,,5,,5,,3,,1,,1,,,,1.84034,0.59563,0.33204,0.92767,2.76801,0.0606,1.87767,0.84924,0.48107,3.20798,2.02202,0.51963,0.272,2.7594,12/3/19,2,2,0,8,1,0,8,8/15/18,7,7,0,24,1,0,24,3/30/17,3,3,0,12,1,0,12,14,0,0,0,9,20800,0,9,"350 BEACH 54TH STREET,ARVERNE,NY,11692",2/1/21
7665,335811,LINDEN CENTER FOR NURSING AND REHABILITATION,2237 LINDEN BOULEVARD,BROOKLYN,NY,11207,7186497000,331,Kings,For profit - Limited Liability company,280,243.6,,Medicare and Medicaid,N,ALLIANCE HEALTH OPERATIONS LLC,11/24/98,N,,N,N,N,Both,Yes,4,,3,,5,,5,,5,,2,,2,,,,2.44274,0.6739,0.56385,1.23775,3.68049,0.09278,2.23588,0.96541,0.53988,3.74118,2.2539,0.51716,0.41158,3.14612,12/16/20,0,0,0,0,0,0,0,1/10/19,9,9,0,44,1,0,44,3/24/17,3,3,0,16,1,0,16,17.333,0,0,0,0,0,0,0,"2237 LINDEN BOULEVARD,BROOKLYN,NY,11207",2/1/21
1701,335434,LITTLE NECK CARE CENTER,260 19 NASSAU BLVD,LITTLE NECK,NY,11362,7184236400,590,Queens,For profit - Limited Liability company,120,103.6,,Medicare and Medicaid,N,OPTIMA CARE LITTLE NECK LLC,9/1/76,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,5,,2,,2,,,,2.19503,0.56425,0.65145,1.2157,3.41073,0.14911,2.14572,0.88926,0.50997,3.54495,2.11044,0.4701,0.50342,3.07691,11/18/19,1,1,1,4,1,0,4,4/5/18,1,1,0,4,1,0,4,1/23/17,2,2,0,8,1,0,8,4.667,0,1,0,0,0,0,0,"260 19 NASSAU BLVD,LITTLE NECK,NY,11362",2/1/21
1685,335294,LONG ISLAND CARE CENTER INC,144-61 38TH AVE,FLUSHING,NY,11354,7189397500,590,Queens,For profit - Corporation,200,156.9,,Medicare and Medicaid,N,LONG ISLAND CARE CENTER INC,10/15/69,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,5,,3,,3,,,,2.42839,0.62837,0.94687,1.57523,4.00362,0.11134,2.17646,0.97978,0.68795,3.84419,2.30183,0.47515,0.5424,3.33062,7/9/19,0,0,0,0,0,0,0,11/22/17,0,0,0,0,0,0,0,8/19/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"144-61 38TH AVE,FLUSHING,NY,11354",2/1/21
3993,335695,MANHATTANVILLE HEALTH CARE CENTER,311 W 231ST STREET,BRONX,NY,10463,7186018400,20,Bronx,For profit - Corporation,200,149,,Medicare and Medicaid,N,MANHATTANVILLE SBV LLC,11/10/88,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,2,,2,,,,2.3188,0.63162,0.45875,1.09037,3.40918,0.09116,2.09581,0.89091,0.49344,3.48017,2.28254,0.52525,0.36638,3.13276,2/27/20,4,4,1,16,1,0,16,11/20/18,3,3,0,12,1,0,12,3/17/17,3,0,3,129,0,0,129,33.5,3,2,0,1,12678,0,1,"311 W 231ST STREET,BRONX,NY,10463",2/1/21
1669,335336,MARGARET TIETZ CENTER FOR NURSING CARE INC,164 11 CHAPIN PARKWAY,JAMAICA,NY,11432,7182987800,590,Queens,For profit - Corporation,200,173.2,,Medicare and Medicaid,N,CHAPIN ACQUISITION I LLC,11/1/71,N,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,3,,4,,,,1.95594,0.21002,1.08497,1.29499,3.25093,0.07904,2.28022,0.88558,0.55671,3.7225,1.76964,0.1757,0.76804,2.79287,9/13/19,1,1,0,4,1,0,4,1/16/18,0,0,0,0,0,0,0,9/9/16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"164 11 CHAPIN PARKWAY,JAMAICA,NY,11432",2/1/21
1571,335050,MARY MANNING WALSH NURSING HOME CO INC,1339 YORK AVENUE,NEW YORK,NY,10021,6464754800,420,New York,Non profit - Corporation,362,266.2,,Medicare and Medicaid,N,MARY MANNING WALSH NURSING HOME CO INC,10/6/69,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,3,,3,,,,2.19533,0.74944,0.8888,1.63824,3.83357,0.10874,2.12869,0.86233,0.51123,3.50225,2.12762,0.64388,0.68514,3.50053,3/6/20,4,4,0,16,1,0,16,11/30/18,4,4,0,20,1,0,20,4/3/17,0,0,0,0,0,0,0,14.667,0,0,0,0,0,0,0,"1339 YORK AVENUE,NEW YORK,NY,10021",2/1/21
1687,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,78-10 164TH STREET,FLUSHING,NY,11366,7185918300,590,Queens,For profit - Corporation,143,104.5,,Medicare and Medicaid,N,"MEADOW PARK REHABILITATION & HEALTH CARE CENTER, LLC",6/4/70,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,5,,2,,2,,,,2.53745,0.87066,0.56286,1.43352,3.97097,0.10107,2.14889,0.91144,0.51332,3.57364,2.43607,0.70773,0.43212,3.55356,6/7/19,6,5,1,40,1,0,40,3/7/18,1,1,0,4,1,0,4,10/19/16,5,5,0,337,1,0,337,77.5,0,1,1,0,0,0,0,"78-10 164TH STREET,FLUSHING,NY,11366",2/1/21
2539,335653,MENORAH HOME & HOSPITAL FOR AGED & INFIRM,1516 ORIENTAL BLVD,BROOKLYN,NY,11235,7186464441,331,Kings,Non profit - Corporation,436,305.2,,Medicare and Medicaid,N,MENORAH HOME AND HOSPITAL FOR THE AGED AND INFIRM,6/28/82,N,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,3,,3,,,,2.81656,0.7393,1.04011,1.7794,4.59597,0.06548,2.3947,0.92564,0.56987,3.89021,2.42647,0.59173,0.71927,3.77817,11/8/19,2,2,0,8,1,0,8,3/15/18,0,0,0,0,0,0,0,11/4/16,1,0,1,4,0,0,4,4.667,1,0,0,0,0,0,0,"1516 ORIENTAL BLVD,BROOKLYN,NY,11235",2/1/21
1221,335524,METHODIST HOME FOR NURSING AND REHABILITATION,4499 MANHATTAN COLLEGE PARKWAY,BRONX,NY,10471,7185485100,20,Bronx,Non profit - Corporation,120,88.6,,Medicare and Medicaid,N,METHODIST CHURCH HOME FOR THE AGED IN THE CITY OF NEW YORK,7/1/76,N,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,3,,3,,,,2.28469,0.75307,0.69482,1.44789,3.73258,0.33086,2.26917,0.91504,0.51176,3.69597,2.07714,0.60973,0.53505,3.22967,10/1/19,1,1,0,8,1,0,8,1/18/18,0,0,0,0,0,0,0,9/9/16,4,4,0,16,1,0,16,6.667,0,0,0,0,0,0,0,"4499 MANHATTAN COLLEGE PARKWAY,BRONX,NY,10471",2/1/21
1704,335472,MIDWAY NURSING HOME,69 95 QUEENS MIDTOWN EXPRESSWAY,MASPETH,NY,11378,7184292200,590,Queens,For profit - Partnership,200,138.1,,Medicare and Medicaid,N,"MIDWAY NURSING HOME, INC.",2/1/76,N,,N,Y,N,Resident,Yes,3,,2,,5,,5,,5,,2,,2,,,,2.15939,0.74608,0.51598,1.26206,3.42145,0.04246,2.00818,0.805,0.48856,3.30173,2.21838,0.68665,0.4162,3.31395,1/10/19,6,6,0,28,1,0,28,4/21/17,5,5,0,24,1,0,24,1/29/16,10,9,1,52,1,0,52,30.667,1,0,0,0,0,0,0,"69 95 QUEENS MIDTOWN EXPRESSWAY,MASPETH,NY,11378",2/1/21
1252,335484,MORNINGSIDE NURSING AND REHABILITATION CENTER,1000 PELHAM PARKWAY SOUTH,BRONX,NY,10461,7184098200,20,Bronx,For profit - Corporation,386,250.1,,Medicare and Medicaid,N,MORNINGSIDE ACQUISITION I LLC,4/1/76,N,,N,N,N,Both,Yes,3,,2,,5,,5,,4,,3,,4,,,,2.04661,0.27884,0.93564,1.21449,3.2611,0.0678,2.08557,0.87183,0.48733,3.44473,2.0245,0.23696,0.75661,3.02751,7/8/19,10,8,2,52,1,0,52,7/31/17,0,0,0,0,0,0,0,5/6/16,0,0,0,0,0,0,0,26,1,3,2,0,0,0,0,"1000 PELHAM PARKWAY SOUTH,BRONX,NY,10461",2/1/21
1235,335347,MORRIS PARK REHABILITATION AND NURSING CENTER,1235 PELHAM PARKWAY NORTH,BRONX,NY,10469,7182314300,20,Bronx,For profit - Individual,191,172.7,,Medicare and Medicaid,N,MORRIS BERKOWITZ,2/1/82,N,,N,Y,N,Both,Yes,4,,4,,5,,5,,5,,1,,1,,,,2.16129,0.56765,0.34256,0.9102,3.07149,0.05539,2.26451,0.90883,0.48176,3.65511,1.96899,0.46274,0.28022,2.68737,1/18/19,1,1,0,4,1,0,4,3/24/17,0,0,0,0,0,0,0,1/15/16,2,2,0,20,1,0,20,5.333,0,0,0,0,0,0,0,"1235 PELHAM PARKWAY NORTH,BRONX,NY,10469",2/1/21
1236,335030,MOSHOLU PARKWAY NURSING & REHABILITATION CENTER,3356 PERRY AVENUE,BRONX,NY,10467,7186553568,20,Bronx,For profit - Corporation,122,94.2,,Medicare and Medicaid,N,MOSHOLU PARKWAY NURSING AND REHABILITATION CENTER,1/1/67,N,,N,N,N,Resident,Yes,5,,5,,5,,3,,5,,2,,2,,,,2.28456,0.87569,0.47801,1.35369,3.63825,0.16306,1.89353,0.77973,0.4087,3.08196,2.48907,0.83205,0.46092,3.77523,11/6/19,2,2,0,8,1,0,8,3/7/18,0,0,0,0,0,0,0,10/21/16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"3356 PERRY AVENUE,BRONX,NY,10467",2/1/21
1369,335560,"N Y CONGREGATIONAL NURSING CENTER, INC",135 LINDEN BOULEVARD,BROOKLYN,NY,11226,7186936060,331,Kings,Non profit - Corporation,200,136.5,,Medicare and Medicaid,N,NEW YORK CONGREGATIONAL NURSING CENTER,10/1/76,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,2,,2,,,,2.12902,0.61228,0.64035,1.25262,3.38164,0.02717,2.27501,0.93963,0.508,3.72263,1.93065,0.48277,0.49676,2.90506,8/5/19,5,3,2,20,1,0,20,10/20/17,0,0,0,0,0,0,0,7/22/16,0,0,0,0,0,0,0,10,3,1,0,0,0,0,0,"135 LINDEN BOULEVARD,BROOKLYN,NY,11226",2/1/21
4815,335770,N Y S VETERANS HOME IN N Y C,178 50 LINDEN BLVD,JAMAICA,NY,11434,7189900329,590,Queens,Government - State,250,133.5,,Medicare and Medicaid,N,STATE OF NEW YORK COMPTROLLERS OFFICE,1/13/94,N,,N,N,N,Both,Yes,5,,4,,5,,5,,4,,5,,5,,,,4.1688,1.4007,1.2388,2.6395,6.8083,0.04804,1.83273,0.64011,0.30085,2.77368,4.69266,1.6212,1.62273,7.84981,7/18/19,0,0,0,0,0,0,0,1/29/18,3,3,0,12,1,0,12,9/23/16,6,6,0,28,1,0,28,8.667,0,0,0,0,0,0,0,"178 50 LINDEN BLVD,JAMAICA,NY,11434",2/1/21
1379,335131,"NEW CARLTON REHAB AND NURSING CENTER, L L C",405 CARLTON AVE,BROOKLYN,NY,11238,7187896262,331,Kings,For profit - Corporation,148,116.3,,Medicare and Medicaid,N,NEW CARLTON REHABILITATION & NURSING CENTER,1/1/67,N,,N,N,N,Resident,Yes,2,,2,,5,,5,,5,,1,,1,,,,2.4577,0.61717,0.34734,0.96451,3.42221,0.10462,1.96898,0.91266,0.54533,3.42697,2.5751,0.501,0.251,3.19355,11/21/19,8,8,0,48,1,0,48,1/18/19,5,3,2,32,1,0,32,6/23/17,1,1,0,8,1,0,8,36,0,1,0,0,0,0,0,"405 CARLTON AVE,BROOKLYN,NY,11238",2/1/21
1578,335517,NEW EAST SIDE NURSING HOME,25 BIALYSTOKER PLACE,NEW YORK,NY,10002,2126738500,420,New York,For profit - Limited Liability company,58,45.7,,Medicare and Medicaid,N,NEW EAST SIDE NURSING HOME LLC,3/1/76,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,4,,3,,3,,,,2.25077,0.73381,0.77804,1.51185,3.76262,0.11816,2.11452,0.79204,0.4561,3.36266,2.19597,0.68641,0.67225,3.57837,1/3/20,0,0,0,0,0,0,0,12/10/18,3,3,0,12,1,0,12,4/28/17,1,1,0,8,1,0,8,5.333,0,0,0,0,0,0,0,"25 BIALYSTOKER PLACE,NEW YORK,NY,10002",2/1/21
1697,335299,"NEW GLEN OAKS NURSING HOME, INC",260 01 79TH AVENUE,GLEN OAKS,NY,11004,7183430770,590,Queens,For profit - Corporation,60,45,,Medicare and Medicaid,N,NEW GLEN OAKS NURSING HOME INC.,10/1/70,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,2,,2,,,,2.68517,0.82489,0.72821,1.5531,4.23828,0.13937,2.36965,0.91415,0.80813,4.09193,2.33773,0.66854,0.35511,3.31237,11/25/19,0,0,0,0,0,0,0,7/31/18,1,1,0,16,1,0,16,8/25/17,3,3,0,12,1,0,12,7.333,0,0,0,0,0,0,0,"260 01 79TH AVENUE,GLEN OAKS,NY,11004",2/1/21
1606,335461,NEW GOUVERNEUR HOSPITAL S N F,227 MADISON STREET,NEW YORK,NY,10002,2124415023,420,New York,Government - City,295,277.5,,Medicare and Medicaid,N,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,7/15/75,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,5,,5,,,,2.49448,0.62224,1.33643,1.95868,4.45315,0.10753,2.11719,0.76196,0.44139,3.32054,2.43067,0.60502,1.1932,4.28881,12/20/19,4,3,3,20,1,0,20,4/5/18,0,0,0,0,0,0,0,3/16/17,0,0,0,0,0,0,0,10,0,3,1,0,0,0,0,"227 MADISON STREET,NEW YORK,NY,10002",2/1/21
1241,335096,NEW RIVERDALE REHAB AND NURSING,641 WEST 230TH ST,BRONX,NY,10463,7187964800,20,Bronx,For profit - Corporation,146,117,,Medicare and Medicaid,N,RIVERDALE NURSING HOME INC,7/12/68,N,,N,N,N,Resident,Yes,1,,1,,4,,4,,4,,1,,1,,,,2.01212,0.81833,0.29897,1.1173,3.12942,0.0706,1.90302,0.76572,0.40024,3.06898,2.18132,0.79178,0.29437,3.26098,10/10/19,13,12,0,80,1,0,80,1/11/18,4,3,1,24,1,0,24,9/15/16,5,5,0,36,1,0,36,54,1,0,1,2,1625,0,2,"641 WEST 230TH ST,BRONX,NY,10463",2/1/21
1752,335372,"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",135 VANDERBILT AVE,STATEN ISLAND,NY,10304,7184470701,610,Richmond,For profit - Corporation,320,232.9,,Medicare and Medicaid,N,NEW VANDERBILT REHABILITATION AND CARE CENTER INC,11/1/72,N,,N,N,N,Both,Yes,4,,5,,4,,4,,5,,1,,1,,,,2.25177,0.8513,0.444,1.29531,3.54708,0.05953,2.15765,0.9179,0.67897,3.75453,2.15302,0.68712,0.25771,3.02129,10/20/20,0,0,0,0,0,0,0,11/20/18,2,2,0,12,1,0,12,2/6/17,2,2,0,8,1,0,8,5.333,0,0,0,0,0,0,0,"135 VANDERBILT AVE,STATEN ISLAND,NY,10304",2/1/21
6384,335838,NEW YORK CENTER FOR REHABILITATION & NURSING,26-13  21ST STREET,ASTORIA,NY,11102,7186264800,590,Queens,For profit - Corporation,280,227.5,,Medicare and Medicaid,N,NEW YORK REHABILITATION CARE MANAGEMENT LLC,5/3/02,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,4,,4,,4,,,,2.99103,0.32959,1.15931,1.4889,4.47993,0.0223,2.33333,0.93516,0.50317,3.77166,2.64455,0.26112,0.90797,3.79854,9/14/20,0,0,0,0,0,0,0,8/2/18,0,0,0,0,0,0,0,2/14/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26-13  21ST STREET,ASTORIA,NY,11102",2/1/21
#N/A,335862,NEW YORK-PRESBYTERIAN / QUEENS T C U,56-45 MAIN STREET,FLUSHING,NY,11355,9999999991,590,Queens,Non profit - Corporation,16,10.7,,Medicare,Y,Legal Business Name Not Available,8/13/12,N,,N,N,N,None,Yes,5,,5,,5,,,2,5,,,12,,12,6,6,,,,,,,,,,,,,,,11/27/19,0,0,0,0,0,0,0,10/18/18,2,2,0,4,1,0,4,5/18/17,0,0,0,0,0,0,0,1.333,0,0,,0,0,0,0,"56-45 MAIN STREET,FLUSHING,NY,11355",2/1/21
5907,335792,NORTHERN MANHATTAN REHABILITATION AND NURSING CTR,116 EAST 125TH ST,NEW YORK,NY,10035,2124261284,420,New York,For profit - Corporation,320,223.8,,Medicare and Medicaid,N,NORTHERN MANHATTAN NURSING HOME INC,1/4/96,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,2,,2,,2,,,,2.15538,0.56949,0.47417,1.04366,3.19903,0,2.09357,0.83989,0.4659,3.39937,2.12393,0.50235,0.40108,3.00952,3/14/19,5,4,1,24,1,0,24,6/30/17,4,4,0,20,1,0,20,4/8/16,4,2,2,16,1,0,16,21.333,1,2,1,0,0,0,0,"116 EAST 125TH ST,NEW YORK,NY,10035",2/1/21
